gene	OMIMG	Disease	OMIMP	Inheritance
AMIGO2	615690			
AMIGO3	615691			
AMMECR1	300195	Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis	300990	XLR
AMN	605799	Imerslund-Grasbeck syndrome 2	618882	AR
AMOT	300410			
AMOTL1	614657			
AMOTL2	614658			
AMPD1	102770	Myopathy due to myoadenylate deaminase deficiency	615511	AR
AMPD2	102771	?Spastic paraplegia 63; Pontocerebellar hypoplasia, type 9	615686; 615809	AR
AMPD3	102772	[AMP deaminase deficiency, erythrocytic]	612874	AR
AMPH	600418			
AMT	238310	Glycine encephalopathy	605899	AR
AMTN	610912	?Amelogenesis imperfecta, type IIIB	617607	AD
AMY1A	104700			
AMY1B	104701			
AMY1C	104702			
AMY2A	104650			
AMY2B	104660			
AMZ1	615168			
AMZ2	615169			
ANAPC1	608473	Rothmund-Thomson syndrome, type 1	618625	AR
ANAPC10	613745			
ANAPC11	614534			
ANAPC13	614484			
ANAPC15	614717			
ANAPC16	613427			
ANAPC2	606946			
ANAPC4	606947			
ANAPC5	606948			
ANAPC7	606949	Ferguson-Bonni neurodevelopmental syndrome	619699	AR
ANG	105850	Amyotrophic lateral sclerosis 9	611895	
ANGEL1	619537			
ANGEL2	619001			
ANGPT1	601667	?Angioedema, hereditary, 5	619361	AD
ANGPT2	601922	Lymphatic malformation 10	619369	AD
ANGPT4	603705			
ANGPTL1	603874			
ANGPTL2	605001			
ANGPTL3	604774	Hypobetalipoproteinemia, familial, 2	605019	AR
ANGPTL4	605910	Plasma triglyceride level QTL, low	615881	AD
ANGPTL5	607666			
ANGPTL6	609336			
ANGPTL7	618517			
ANGPTL8	616223			
ANK1	612641	Spherocytosis, type 1	182900	AR, AD
ANK2	106410	Long QT syndrome 4; Cardiac arrhythmia, ankyrin-B-related	600919; 600919	AD
ANK3	600465	Intellectual developmental disorder, autosomal recessive 37	615493	AR
ANKAR	609803			
ANKDD1B	619920			
ANKFY1	607927			
ANKH	605145	Chondrocalcinosis 2; Craniometaphyseal dysplasia	118600; 123000	AD
ANKHD1	610500			
ANKIB1	620069			
ANKK1	608774			
ANKLE1	619348			
ANKLE2	616062	Microcephaly 16, primary, autosomal recessive	616681	AR
ANKRA2	605787			
ANKRD1	609599			
ANKRD11	611192	KBG syndrome	148050	AD
ANKRD12	610616			
ANKRD13A	615123			
ANKRD13B	615124			
ANKRD13C	615125			
ANKRD13D	615126			
ANKRD16	618017			
ANKRD17	615929	Chopra-Amiel-Gordon syndrome	619504	AD
ANKRD18B	618930			
ANKRD2	610734			
ANKRD23	610736			
ANKRD26	610855	Thrombocytopenia 2	188000	AD
ANKRD27	618957			
ANKRD28	611122			
ANKRD30A	610856			
ANKRD30B	616565			
ANKRD31	618423			
ANKRD34B	618581			
ANKRD37	619021			
ANKRD42	619778			
ANKRD45	618712			
ANKRD49	619571			
ANKRD50	619856			
ANKRD53	617009			
ANKRD54	613383			
ANKRD55	615189			
ANKRD6	610583			
ANKRD7	610731			
ANKRD9	618605			
ANKS1A	608994			
ANKS1B	607815			
ANKS3	617310			
ANKS4B	609901			
ANKS6	615370	Nephronophthisis 16	615382	AR
ANKZF1	617541			
ANLN	616027	Focal segmental glomerulosclerosis 8	616032	AD
ANO1	610108	?Intestinal dysmotility syndrome	620045	
ANO10	613726	Spinocerebellar ataxia, autosomal recessive 10	613728	AR
ANO2	610109			
ANO3	610110	Dystonia 24	615034	AD
ANO4	610111			
ANO5	608662	Muscular dystrophy, limb-girdle, autosomal recessive 12; Miyoshi muscular dystrophy 3; Gnathodiaphyseal dysplasia	611307; 613319; 166260	AR; AD
ANO6	608663	Scott syndrome	262890	AR
ANO7	605096			
ANO8	610216			
ANO9	619963			
ANOS1	300836	Hypogonadotropic hypogonadism 1 with or without anosmia (Kallmann syndrome 1)	308700	XLR
ANP32A	600832			
ANP32B	619823			
ANP32C	606877			
ANP32D	606878			
ANP32E	609611			
ANPEP	151530			
ANTKMT	618566			
ANTXR1	606410	GAPO syndrome; {?Hemangioma, capillary infantile, susceptibility to}	230740; 602089	AR; AD
ANTXR2	608041	Hyaline fibromatosis syndrome	228600	AR
ANXA1	151690			
ANXA10	608008			
ANXA11	602572	Amyotrophic lateral sclerosis 23; Inclusion body myopathy and brain white matter abnormalities	617839; 619733	AD
ANXA13	602573			
ANXA2	151740			
ANXA2R	611296			
ANXA3	106490			
ANXA4	106491			
ANXA5	131230	{Pregnancy loss, recurrent, susceptibility to, 3}	614391	AD
ANXA6	114070			
ANXA7	186360			
ANXA8	602396			
ANXA9	603319			
AOAH	102593			
AOC1	104610			
AOC2	602268			
AOC3	603735			
AOPEP	619600	Dystonia 31	619565	AR
AOX1	602841			
AP1AR	610851			
AP1B1	600157	Keratitis-ichthyosis-deafness syndrome, autosomal recessive	242150	AR
AP1G1	603533	Usmani-Riazuddin syndrome, autosomal recessive; Usmani-Riazuddin syndrome, autosomal dominant	619548; 619467	AD
AP1G2	603534			
AP1M1	603535			
AP1M2	607309			
AP1S1	603531	MEDNIK syndrome	609313	AR
AP1S2	300629	Pettigrew syndrome	304340	XLR
AP1S3	615781	{Psoriasis 15, pustular, susceptibility to}	616106	AD
AP2A1	601026			
AP2A2	607242			
AP2B1	601025			
AP2M1	601024	Intellectual developmental disorder 60 with seizures	618587	AD
AP2S1	602242	Hypocalciuric hypercalcemia, type III	600740	AD
AP3B1	603401	Hermansky-Pudlak syndrome 2	608233	AR
AP3B2	602166	Developmental and epileptic encephalopathy 48	617276	AR
AP3D1	607246	?Hermansky-Pudlak syndrome 10	617050	AR
AP3M1	610366			
AP3M2	610469			
AP3S1	601507			
AP3S2	602416			
AP4B1	607245	Spastic paraplegia 47, autosomal recessive	614066	AR
AP4E1	607244	Stuttering, familial persistent, 1; Spastic paraplegia 51, autosomal recessive	184450; 613744	AR; AD
AP4M1	602296	Spastic paraplegia 50, autosomal recessive	612936	AR
AP4S1	607243	Spastic paraplegia 52, autosomal recessive	614067	AR
AP5B1	614367			
AP5M1	614368			
AP5S1	614824			
AP5Z1	613653	Spastic paraplegia 48, autosomal recessive	613647	AR
APAF1	602233			
APBA1	602414			
APBA2	602712			
APBA3	604262			
APBB1	602709			
APBB1IP	609036			
APBB2	602710			
APBB3	602711			
APC	611731	Colorectal cancer, somatic; Brain tumor-polyposis syndrome 2; Desmoid disease, hereditary; Adenoma, periampullary, somatic; Hepatoblastoma, somatic; Gastric cancer, somatic; Gastric adenocarcinoma and proximal polyposis of the stomach; Gardner syndrome; Adenomatous polyposis coli	114500; 175100; 135290; 175100; 114550; 613659; 619182; 175100; 175100	AD
APC2	612034	Cortical dysplasia, complex, with other brain malformations 10; Intellectual developmental disorder, autosomal recessive 74	618677; 617169	AR
APCDD1	607479	Hypotrichosis 1	605389	AD
APCS	104770	{?Amyloidosis, secondary, susceptibility to}		
APEH	102645			
APELA	615594			
APEX1	107748			
APEX2	300773			
APH1A	607629			
APH1B	607630			
API5	609774			
APIP	612491			
APLF	611035			
APLN	300297			
APLNR	600052			
APLP1	104775			
APLP2	104776			
APMAP	615884			
APOA1	107680	Hypoalphalipoproteinemia, primary, 2; Amyloidosis, 3 or more types; Hypoalphalipoproteinemia, primary, 2, intermediate	618463; 105200; 619836	AR; AD
APOA1-AS	620112			
APOA2	107670	Apolipoprotein A-II deficiency; {Hypercholesterolemia, familial, modifier of}	<NA>; 143890	AR, AD
APOA4	107690			
APOA5	606368	Hyperchylomicronemia, late-onset; {Hypertriglyceridemia, susceptibility to}	144650; 145750	AD
APOB	107730	Hypercholesterolemia, familial, 2; Hypobetalipoproteinemia	144010; 615558	AR; AD
APOBEC1	600130			
APOBEC2	604797			
APOBEC3A	607109			
APOBEC3B	607110			
APOBEC3C	607750			
APOBEC3D	609900			
APOBEC3F	608993			
APOBEC3G	607113			
APOBEC3H	610976			
APOBEC4	609908			
APOBR	605220			
APOC1	107710			
APOC2	608083	Hyperlipoproteinemia, type Ib	207750	AR
APOC3	107720	Apolipoprotein C-III deficiency	614028	
APOC4	600745			
APOD	107740			
APOE	107741	Alzheimer disease 2; Sea-blue histiocyte disease; {?Alzheimer disease, protection against, due to APOE3-Christchurch}; {Coronary artery disease, severe, susceptibility to}; Lipoprotein glomerulopathy; {?Macular degeneration, age-related}; Hyperlipoproteinemia, type III	104310; 269600; 607822; 617347; 611771; 603075; 617347	AR; AD
APOF	107760			
APOH	138700			
APOL1	603743	{Glomerulosclerosis, focal segmental, 4, susceptibility to}	612551	
APOL2	607252	{Schizophrenia}	181500	AD
APOL3	607253			
APOL4	607254	{Schizophrenia}	181500	AD
APOL5	607255			
APOL6	607256			
APOLD1	612456			
APOM	606907			
APOO	300753			
APOOL	300955			
APP	104760	Cerebral amyloid angiopathy, Dutch, Italian, Iowa, Flemish, Arctic variants; Alzheimer disease 1, familial	605714; 104300	AD
APPBP2	605324			
APPL1	604299	{Maturity-onset diabetes of the young, type 14}	616511	AD
APPL2	606231			
APRG1	611429			
APRT	102600	Adenine phosphoribosyltransferase deficiency	614723	AR
APTR	616048			
APTX	606350	Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia	208920	AR
AQP1	107776	[Aquaporin-1 deficiency]; [Blood group, Colton]	110450; 110450	
AQP10	606578			
AQP11	609914			
AQP12A	609789			
AQP2	107777	Diabetes insipidus, nephrogenic, 2	125800	AR, AD
AQP3	600170	[Blood group GIL]	607457	
AQP4	600308			
AQP5	600442	Palmoplantar keratoderma, Bothnian type	600231	AD
AQP6	601383			
AQP7	602974	[Glycerol quantitative trait locus]	614411	AR
AQP8	603750			
AQP9	602914			
AQR	610548			
AR	313700	Androgen insensitivity, partial, with or without breast cancer; {Prostate cancer, susceptibility to}; Androgen insensitivity; Spinal and bulbar muscular atrophy of Kennedy; Hypospadias 1, X-linked	312300; 176807; 300068; 313200; 300633	Somatic mutation, AD; XLR
ARAF	311010			
ARAP1	606646			
ARAP2	606645			
ARAP3	606647			
ARC	612461			
ARCN1	600820	Short stature-micrognathia syndrome	617164	AD
AREG	104640			
AREL1	615380			
ARF1	103180	Periventricular nodular heterotopia 8	618185	AD
ARF3	103190			
ARF4	601177			
ARF5	103188			
ARF6	600464			
ARFGAP1	608377			
ARFGAP2	606908			
ARFGAP3	612439			
ARFGEF1	604141	Developmental delay, impaired speech, and behavioral abnormalities, with or without seizures	619964	AD
ARFGEF2	605371	Periventricular heterotopia with microcephaly	608097	AR
ARFGEF3	617411			
ARFIP1	605928			
ARFIP2	601638			
ARFRP1	604699			
ARG1	608313	Argininemia	207800	AR
ARG2	107830			
ARGFX	611164			
ARGLU1	614046			
ARHGAP1	602732			
ARHGAP10	609746			
ARHGAP11A	610589			
ARHGAP11B	616310			
ARHGAP12	610577			
ARHGAP15	610578			
ARHGAP17	608293			
ARHGAP18	613351			
ARHGAP19	611587			
ARHGAP20	609568			
ARHGAP21	609870			
ARHGAP22	610585			
ARHGAP23	610590			
ARHGAP24	610586			
ARHGAP25	610587			
ARHGAP26	605370	Leukemia, juvenile myelomonocytic, somatic	607785	
ARHGAP27	610591			
ARHGAP28	610592			
ARHGAP29	610496			
ARHGAP30	614264			
ARHGAP31	610911	Adams-Oliver syndrome 1	100300	AD
ARHGAP32	608541			
ARHGAP33	614902			
ARHGAP35	605277			
ARHGAP36	300937			
ARHGAP39	615880			
ARHGAP4	300023			
ARHGAP42	615936			
ARHGAP44	617716			
ARHGAP45	601155			
ARHGAP5	602680			
ARHGAP6	300118			
ARHGAP8	609405			
ARHGAP9	610576			
ARHGDIA	601925	Nephrotic syndrome, type 8	615244	AR
ARHGDIB	602843			
ARHGDIG	602844			
ARHGEF1	601855	?Immunodeficiency 62	618459	AR
ARHGEF10	608136	?Slowed nerve conduction velocity, AD	608236	AD
ARHGEF10L	612494			
ARHGEF11	605708			
ARHGEF12	604763			
ARHGEF15	608504			
ARHGEF16	618871			
ARHGEF17	617043			
ARHGEF18	616432	Retinitis pigmentosa 78	617433	AR
ARHGEF19	612496			
ARHGEF2	607560	?Neurodevelopmental disorder with midbrain and hindbrain malformations	617523	AR
ARHGEF25	610215			
ARHGEF26	617552			
ARHGEF28	612790			
ARHGEF3	612115			
ARHGEF38	619919			
ARHGEF4	605216			
ARHGEF40	610018			
ARHGEF5	600888			
ARHGEF6	300267			
ARHGEF7	605477			
ARHGEF9	300429	Developmental and epileptic encephalopathy 8	300607	X-linked
ARID1A	603024	Coffin-Siris syndrome 2	614607	AD
ARID1B	614556	Coffin-Siris syndrome 1	135900	AD
ARID2	609539	Coffin-Siris syndrome 6	617808	AD
ARID3A	603265			
ARID3B	612457			
ARID4A	180201			
ARID4B	609696			
ARID5A	611583			
ARID5B	608538			
ARIH1	605624			
ARIH2	605615			
ARL1	603425			
ARL11	609351			
ARL13B	608922	Joubert syndrome 8	612291	AR
ARL14	614439			
ARL14EP	612295			
ARL16	619117			
ARL2	601175	?Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 1	619082	AD
ARL2BP	615407	Retinitis pigmentosa with or without situs inversus	615434	AR
ARL3	604695	Retinitis pigmentosa 83; Joubert syndrome 35	618173; 618161	AR; AD
ARL4A	604786			
ARL4C	604787			
ARL4D	600732			
ARL5A	608960			
ARL5B	608909			
ARL6	608845	Retinitis pigmentosa 55; {Bardet-Biedl syndrome 1, modifier of}; Bardet-Biedl syndrome 3	613575; 209900; 600151	AR; Digenic recessive, AR
ARL6IP1	607669	?Spastic paraplegia 61, autosomal recessive	615685	AR
ARL6IP4	607668			
ARL6IP5	605709			
ARL6IP6	616495			
ARL8A	616597			
ARL8B	616596			
ARL9	612405			
ARLNC1	618053			
ARMC10	611864			
ARMC2	618424	Spermatogenic failure 38	618433	AR
ARMC3	611226			
ARMC5	615549	ACTH-independent macronodular adrenal hyperplasia 2	615954	Somatic mutation, AD
ARMC8	618521			
ARMC9	617612	Joubert syndrome 30	617622	AR
ARMCX1	300362			
ARMCX2	300363			
ARMCX3	300364			
ARMCX4	301046			
ARMCX5	301047			
ARMCX6	301048			
ARMS2	611313	{Macular degeneration, age-related, 8}	613778	
ARMT1	616332			
ARNT	126110			
ARNT2	606036	?Webb-Dattani syndrome	615926	AR
ARPC1A	604220			
ARPC1B	604223	Immunodeficiency 71 with inflammatory disease and congenital thrombocytopenia	617718	AR
ARPC2	604224			
ARPC3	604225			
ARPC4	604226			
ARPC5	604227			
ARPIN	615543			
ARPP19	605487			
ARPP21	605488			
ARR3	301770	Myopia 26, X-linked, female-limited	301010	X-linked
ARRB1	107940			
ARRB2	107941			
ARRDC1	619768			
ARRDC3	612464			
ARRDC4	619788			
ARSA	607574	Metachromatic leukodystrophy	250100	AR
ARSB	611542	Mucopolysaccharidosis type VI (Maroteaux-Lamy)	253200	AR
ARSC2	301780			
ARSD	300002			
ARSF	300003			
ARSG	610008	Usher syndrome, type IV	618144	AR
ARSH	300586			
ARSI	610009			
ARSJ	610010			
ARSK	610011	Mucopolysaccharidosis, type X	619698	AR
ARSL	300180	Chondrodysplasia punctata, X-linked recessive	302950	XLR
ART1	601625			
ART3	603086			
ART4	110600	[Blood group, Dombrock]	616060	
ART5	610625			
ARTN	603886			
ARV1	611647	Developmental and epileptic encephalopathy 38	617020	AR
ARVCF	602269			
ARX	300382	Proud syndrome; Hydranencephaly with abnormal genitalia; Partington syndrome; Developmental and epileptic encephalopathy 1; Lissencephaly, X-linked 2; Intellectual developmental disorder, X-linked 29	300004; 300215; 309510; 308350; 300215; 300419	XLR; X-linked
AS3MT	611806			
ASAH1	613468	Spinal muscular atrophy with progressive myoclonic epilepsy; Farber lipogranulomatosis	159950; 228000	AR
ASAH2	611202			
ASAH2B	610987			
ASAP1	605953			
ASAP2	603817			
ASAP3	616594			
ASB1	605758			
ASB10	615054	Glaucoma 1, open angle, F	603383	AD
ASB11	300626			
ASB12	300891			
ASB13	615055			
ASB15	619757			
ASB16	615056			
ASB17	619936			
ASB2	605759			
ASB3	605760			
ASB4	605761			
ASB5	615050			
ASB6	615051			
ASB7	615052			
ASB8	615053			
ASB9	300890			
ASCC1	614215	Spinal muscular atrophy with congenital bone fractures 2; Barrett esophagus/esophageal adenocarcinoma	616867; 614266	AR
ASCC2	614216			
ASCC3	614217			
ASCL1	100790			
ASCL2	601886			
ASCL3	609154			
ASCL4	609155			
ASDURF	619740			
ASF1A	609189			
ASF1B	609190			
ASGR1	108360			
ASGR2	108361			
ASH1L	607999	Intellectual developmental disorder, autosomal dominant 52	617796	AD
ASH2L	604782			
ASIC1	602866			
ASIC2	601784			
ASIC3	611741			
ASIC4	606715			
ASIC5	616693			
ASIP	600201	[Skin/hair/eye pigmentation 9, brown/nonbrown eyes]; [Skin/hair/eye pigmentation 9, dark/light hair]	611742; 611742	
ASL	608310	Argininosuccinic aciduria	207900	AR
ASMT	402500			
ASMT	300015			
ASMTL	300162			
ASMTL	400011			
ASNS	108370	Asparagine synthetase deficiency	615574	AR
ASNSD1	619739			
ASPA	608034	Canavan disease	271900	AR
ASPG	618472			
ASPH	600582	Traboulsi syndrome	601552	AR
ASPM	605481	Microcephaly 5, primary, autosomal recessive	608716	AR
ASPN	608135	{Lumbar disc degeneration}; {Osteoarthritis susceptibility 3}	603932; 607850	AD
ASPRV1	611765	Ichthyosis, lamellar, autosomal dominant	146750	AD
ASPSCR1	606236	Alveolar soft-part sarcoma	606243	
ASRGL1	609212			
ASS1	603470	Citrullinemia	215700	AR
ASTL	608860	?Oocyte maturation defect 11	619643	AR
ASTN1	600904			
ASTN2	612856			
ASXL1	612990	Myelodysplastic syndrome, somatic; Bohring-Opitz syndrome	614286; 605039	AD
ASXL2	612991	Shashi-Pena syndrome	617190	AD
ASXL3	615115	Bainbridge-Ropers syndrome	615485	AD
ASZ1	605797			
ATAD1	614452	Hyperekplexia 4	618011	AR
ATAD2	611941			
ATAD2B	615347			
ATAD3A	612316	Harel-Yoon syndrome; Pontocerebellar hypoplasia, hypotonia, and respiratory insufficiency syndrome, neonatal lethal	617183; 618810	AR; AR, AD
ATAD3B	612317			
ATAD3C	617227			
ATAD5	609534			
ATAT1	615556			
ATCAY	608179	Ataxia, cerebellar, Cayman type	601238	AR
ATE1	607103			
ATF1	123803			
ATF2	123811			
ATF3	603148			
ATF4	604064			
ATF5	606398			
ATF6	605537	Achromatopsia 7	616517	AR
ATF6B	600984			
ATF7	606371			
ATF7IP	613644			
ATF7IP2	613645			
ATG10	610800			
ATG101	615089			
ATG12	609608			
ATG13	615088			
ATG14	613515			
ATG16L1	610767	{Inflammatory bowel disease (Crohn disease) 10}	611081	
ATG16L2	618716			
ATG2A	616225			
ATG2B	616226			
ATG3	609606			
ATG4A	300663			
ATG4B	611338			
ATG4C	611339			
ATG4D	611340			
ATG5	604261	?Spinocerebellar ataxia, autosomal recessive 25	617584	AR
ATG7	608760	Spinocerebellar ataxia, autosomal recessive 31	619422	AR
ATG9A	612204			
ATG9B	612205			
ATIC	601731	AICA-ribosiduria due to ATIC deficiency	608688	AR
ATL1	606439	Spastic paraplegia 3A, autosomal dominant; Neuropathy, hereditary sensory, type ID	182600; 613708	AD
ATL2	609368			
ATL3	609369	Neuropathy, hereditary sensory, type IF	615632	AD
ATM	607585	Lymphoma, B-cell non-Hodgkin, somatic; Ataxia-telangiectasia; {Breast cancer, susceptibility to}; T-cell prolymphocytic leukemia, somatic; Lymphoma, mantle cell, somatic	<NA>; 208900; 114480; <NA>; <NA>	Somatic mutation, AD; AR
ATMIN	614693			
ATN1	607462	Dentatorubral-pallidoluysian atrophy; Congenital hypotonia, epilepsy, developmental delay, and digital anomalies	125370; 618494	AD
ATOH1	601461			
ATOH7	609875	Persistent hyperplastic primary vitreous, autosomal recessive	221900	AR
ATOH8	619820			
ATOX1	602270			
ATP10A	605855			
ATP10B	619791			
ATP10D	619815			
ATP11A	605868	?Leukodystrophy, hypomyelinating, 24; Deafness, autosomal dominant 84	619851; 619810	AD
ATP11B	605869			
ATP11C	300516	?Hemolytic anemia, congenital, X-linked	301015	XLR
ATP12A	182360			
ATP13A1	619118			
ATP13A2	610513	Spastic paraplegia 78, autosomal recessive; Kufor-Rakeb syndrome	617225; 606693	AR
ATP13A3	610232	Pulmonary hypertension, primary, 5	265400	AR
ATP13A4	609556			
ATP13A5	619119			
ATP1A1	182310	Hypomagnesemia, seizures, and impaired intellectual development 2; Charcot-Marie-Tooth disease, axonal, type 2DD	618314; 618036	AD
ATP1A1-AS1	618305			
ATP1A2	182340	Developmental and epileptic encephalopathy 98; Fetal akinesia, respiratory insufficiency, microcephaly, polymicrogyria, and dysmorphic facies; Alternating hemiplegia of childhood 1; Migraine, familial basilar; Migraine, familial hemiplegic, 2	619605; 619602; 104290; 602481; 602481	AR; AD
ATP1A3	182350	Alternating hemiplegia of childhood 2; Dystonia-12; CAPOS syndrome; Developmental and epileptic encephalopathy 99	614820; 128235; 601338; 619606	AD
ATP1A4	607321			
ATP1B1	182330	[Blood pressure regulation QTL]	145500	Multifactorial
ATP1B2	182331			
ATP1B3	601867			
ATP1B4	301073			
ATP23	619760			
ATP2A1	108730	Brody myopathy	601003	AR
ATP2A2	108740	Acrokeratosis verruciformis; Darier disease	101900; 124200	AD
ATP2A3	601929			
ATP2B1	108731	Intellectual developmental disorder, autosomal dominant 66	619910	AD
ATP2B2	108733	Deafness, autosomal dominant 82; {Deafness, autosomal recessive 12, modifier of}	619804; 601386	AR; AD
ATP2B3	300014	?Spinocerebellar ataxia, X-linked 1	302500	XLR
ATP2B4	108732			
ATP2C1	604384	Hailey-Hailey disease	169600	AD
ATP2C2	613082			
ATP4A	137216			
ATP4B	137217			
ATP5F1A	164360	?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 4; ?Combined oxidative phosphorylation deficiency 22	615228; 616045	AR
